housing_median_age,population,median_income,month,median_house_value,ocean_proximity
35,1398,3.3906,1,178900,NEAR BAY
36,158,5.5461,1,262500,NEAR BAY
42,1817,3.371,1,165000,NEAR BAY
46,766,3.5313,1,159700,NEAR BAY
5,814,3.663,1,158300,NEAR BAY
38,618,2.875,1,144800,NEAR BAY
43,2139,4.0202,1,166300,NEAR BAY
37,632,4.5553,1,191000,NEAR BAY
36,366,3.4643,1,175000,NEAR BAY
10,877,3.3431,1,137500,NEAR BAY
28,830,2.1898,1,141700,NEAR BAY
31,739,2.9097,1,210900,NEAR BAY
47,540,3.375,1,198300,NEAR BAY
29,2024,2.8125,1,157400,NEAR BAY
52,823,5,1,264700,NEAR BAY
38,711,3.0673,1,218400,NEAR BAY
43,931,3.8125,1,235100,NEAR BAY
33,686,6.9096,1,341800,NEAR BAY
26,1030,7.912,1,367300,NEAR BAY
35,976,3.8393,1,243500,NEAR BAY
35,552,4,1,167900,NEAR BAY
25,340,6.5095,1,371200,NEAR BAY
39,288,3.5156,1,218900,NEAR BAY
45,555,2.983,1,202700,NEAR BAY
45,1006,3.524,1,186200,NEAR BAY
44,776,3.1103,1,188900,NEAR BAY
44,609,3.5781,1,180000,NEAR BAY
18,2441,3.1682,1,202700,NEAR BAY
27,1364,2.6101,1,181700,NEAR BAY
18,2197,3.6932,1,166800,NEAR BAY
43,1333,3.4583,1,183700,NEAR BAY
19,1810,3.9032,1,218000,NEAR BAY
36,531,4.0208,1,191500,NEAR BAY
36,672,3.5547,1,194700,NEAR BAY
17,695,4.5859,1,187200,NEAR BAY
21,2162,2.6321,1,223100,NEAR BAY
17,1216,3.395,1,271300,NEAR BAY
36,606,3.9702,1,194100,NEAR BAY
36,1203,5.0043,1,190400,NEAR BAY
38,874,4.4659,1,189100,NEAR BAY
38,637,3.6625,1,184600,NEAR BAY
36,703,3.8864,1,197300,NEAR BAY
36,733,3.4583,1,192600,NEAR BAY
36,625,3.7813,1,192200,NEAR BAY
36,568,2.9917,1,194600,NEAR BAY
36,836,4.4375,1,193500,NEAR BAY
24,952,4,1,202600,NEAR BAY
16,568,2.3869,1,83300,NEAR BAY
24,1125,4.7609,1,212600,NEAR BAY
5,840,5.4858,1,187800,NEAR BAY
36,796,4.3971,1,205700,NEAR BAY
36,863,4.0109,1,192900,NEAR BAY
35,1349,4.3864,1,205200,NEAR BAY
30,929,4.2841,1,213400,NEAR BAY
39,957,5.1312,1,183600,NEAR BAY
37,1093,2.9958,1,178400,NEAR BAY
27,1489,3.6364,1,219200,NEAR BAY
31,1561,2.7955,1,183100,NEAR BAY
44,1256,2.9507,1,157100,NEAR BAY
30,695,3.4375,1,157800,NEAR BAY
34,560,2.875,1,161700,NEAR BAY
38,632,3.0345,1,152100,NEAR BAY
41,1849,2.679,1,144900,NEAR BAY
17,1287,2.9922,1,179900,NEAR BAY
35,1580,4.1042,1,179100,NEAR BAY
19,1571,2.5833,1,159900,NEAR BAY
23,828,2.1552,1,161400,NEAR BAY
29,835,2.3274,1,170400,NEAR BAY
19,1765,2.4206,1,137500,NEAR BAY
41,387,3.9063,1,178400,NEAR BAY
37,1562,2.6464,1,155200,NEAR BAY
42,768,3.4643,1,160900,NEAR BAY
10,1140,2.3973,1,167300,NEAR BAY
20,83,6.5,1,340000,NEAR BAY
32,485,6.0574,1,431000,<1H OCEAN
6,1189,3.8958,1,301100,NEAR BAY
21,586,4.7813,1,241900,NEAR BAY
5,2240,3.2829,1,162500,NEAR BAY
10,867,5.3169,1,299200,NEAR BAY
10,3827,6.2579,1,315500,NEAR BAY
23,3827,5.1701,1,216800,NEAR BAY
36,1280,3.25,1,218100,NEAR BAY
30,2667,3.1796,1,170300,NEAR BAY
26,253,2.4196,1,275000,NEAR BAY
26,1401,2.6563,1,184100,NEAR BAY
29,233,0.9637,1,160000,NEAR BAY
48,673,2.3357,1,175000,NEAR BAY
41,704,3.5114,1,197500,NEAR BAY
43,273,3.3125,1,150000,NEAR BAY
29,1120,2.4042,1,205600,NEAR BAY
41,1105,2.8322,1,170300,NEAR BAY
43,569,2.5156,1,190900,NEAR BAY
37,691,3.4032,1,196900,NEAR BAY
37,1109,2.535,1,174000,NEAR BAY
37,1197,2.5772,1,170200,NEAR BAY
38,1061,3.0962,1,180900,NEAR BAY
34,2479,2.9564,1,150500,NEAR BAY
31,1162,3.125,1,167100,NEAR BAY
35,1146,2.95,1,148900,NEAR BAY
40,724,4.38,1,196400,NEAR BAY
37,975,4.0417,1,191100,NEAR BAY
36,952,3.8,1,187500,NEAR BAY
45,1159,3.4839,1,180600,NEAR BAY
45,1129,4.0588,1,182800,NEAR BAY
44,1175,4.1974,1,179300,NEAR BAY
43,924,3.6,1,179400,NEAR BAY
35,1424,4.267,1,210300,NEAR BAY
34,1366,4.2386,1,192300,NEAR BAY
35,1171,5.5797,1,198100,NEAR BAY
36,641,4.0682,1,196200,NEAR BAY
38,880,3.1734,1,181600,NEAR BAY
37,1635,4.7933,1,186900,NEAR BAY
37,1495,4.8125,1,188300,NEAR BAY
40,914,3.8676,1,184000,NEAR BAY
33,1798,3.9395,1,184700,NEAR BAY
42,1625,3.2434,1,179900,NEAR BAY
38,599,3.0917,1,167200,NEAR BAY
32,2037,3.0645,1,165400,NEAR BAY
33,1854,2.7019,1,154000,NEAR BAY
39,1408,3.1115,1,153500,NEAR BAY
40,766,3.4722,1,135400,NEAR BAY
39,725,2.2222,1,158300,NEAR BAY
32,1019,6.1104,1,240700,NEAR BAY
22,1830,4.2733,1,180700,NEAR BAY
27,1469,3.2465,1,230600,NEAR BAY
28,1198,3.2417,1,210800,NEAR BAY
38,1039,3.875,1,165300,NEAR BAY
29,690,6.0501,1,254200,NEAR BAY
18,1155,6.8233,1,332600,NEAR BAY
23,1066,6.3501,1,350000,NEAR BAY
28,1255,2.6719,1,161200,NEAR BAY
21,2461,3.875,1,179300,NEAR BAY
33,1063,2.5625,1,154300,NEAR BAY
31,2181,3.016,1,161800,NEAR BAY
17,3069,2.7694,1,161900,NEAR BAY
35,1093,3.6818,1,165400,NEAR BAY
37,1349,2.1382,1,166600,NEAR BAY
37,599,3.7303,1,149700,NEAR BAY
35,480,3.875,1,162100,NEAR BAY
33,1293,3.0489,1,152600,NEAR BAY
27,1414,2.8203,1,195200,NEAR BAY
35,543,4.3897,1,190600,NEAR BAY
35,572,4.7143,1,193800,NEAR BAY
34,342,4.6875,1,200600,NEAR BAY
29,2332,3.2091,1,150000,NEAR BAY
36,768,4.275,1,185300,NEAR BAY
36,913,4.1302,1,172700,NEAR BAY
35,1726,3.09,1,174100,NEAR BAY
25,1185,4.5417,1,194400,NEAR BAY
28,735,4.6635,1,206700,NEAR BAY
31,796,4.4427,1,204500,NEAR BAY
36,252,4.5303,1,175000,NEAR BAY
26,86,2.375,1,137500,NEAR BAY
18,5613,3.8171,1,187200,NEAR BAY
35,1727,4.5281,1,173600,NEAR BAY
19,407,4.3456,1,163000,NEAR BAY
18,2041,3.4861,1,331600,NEAR BAY
31,854,5.2312,1,197600,NEAR BAY
8,1907,3.6708,1,197900,NEAR BAY
40,264,3.8875,1,228100,NEAR BAY
34,735,3.9167,1,189500,NEAR BAY
32,836,3.9063,1,184200,NEAR BAY
29,1377,3.7895,1,180900,NEAR BAY
36,789,3.8,1,172000,NEAR BAY
36,662,5.7309,1,177900,NEAR BAY
36,853,4.1141,1,173100,NEAR BAY
36,664,5.2838,1,172600,NEAR BAY
30,4065,3.3479,1,182100,NEAR BAY
23,1109,3.142,1,179500,NEAR BAY
31,548,3.7614,1,176000,NEAR BAY
33,431,4.25,1,192600,NEAR BAY
36,463,3.9338,1,182700,NEAR BAY
22,5436,2.5158,1,134900,NEAR BAY
27,2028,2.4808,1,157600,NEAR BAY
25,2426,4.7083,1,190900,NEAR BAY
37,1038,4.1652,1,158200,NEAR BAY
20,857,3.5541,1,350000,NEAR BAY
33,848,3.8036,1,158200,NEAR BAY
33,729,3.8259,1,146100,NEAR BAY
33,369,3.2331,1,226700,NEAR BAY
35,1001,4.7109,1,198700,NEAR BAY
32,1472,4.2468,1,221200,NEAR BAY
35,453,6.396,1,208500,NEAR BAY
35,328,3.8125,1,204200,NEAR BAY
32,793,3.2857,1,193200,NEAR BAY
35,632,3.8929,1,209500,NEAR BAY
36,1002,3.7262,1,164900,NEAR BAY
37,808,4.0125,1,161400,NEAR BAY
36,727,4.1719,1,187000,NEAR BAY
35,455,4.2857,1,190400,NEAR BAY
37,1534,3.6458,1,156600,NEAR BAY
17,1139,2.6875,1,157300,NEAR BAY
35,1175,3.7292,1,168100,NEAR BAY
24,1401,4.5913,1,177600,NEAR BAY
12,3388,3.8625,1,208900,NEAR BAY
23,841,3.3611,1,169200,NEAR BAY
16,705,2.8971,1,163900,NEAR BAY
34,1148,4.0326,1,164700,NEAR BAY
35,391,4.0682,1,156900,NEAR BAY
36,992,5.3644,1,168800,NEAR BAY
35,790,4.7019,1,174100,NEAR BAY
27,1016,5.64,1,206500,NEAR BAY
26,1039,3.7931,1,203900,NEAR BAY
9,2341,4.6458,1,217000,<1H OCEAN
36,1382,3.694,1,159600,NEAR BAY
31,1858,2.652,1,159800,NEAR BAY
32,1156,3.5,1,154300,NEAR BAY
32,1097,3.2386,1,149600,NEAR BAY
33,831,5.097,1,188600,NEAR BAY
17,1873,4.3875,1,238500,NEAR BAY
22,1640,4.625,1,235300,NEAR BAY
6,1568,5.0406,1,261400,NEAR BAY
17,3174,5.8704,1,234400,NEAR BAY
18,1186,5.3226,1,231700,NEAR BAY
16,1367,4.235,1,156300,NEAR BAY
13,1680,4.825,1,222000,NEAR BAY
15,1657,5.5218,1,254400,NEAR BAY
16,1033,6.5116,1,244300,NEAR BAY
16,1117,6.0661,1,247000,NEAR BAY
16,2003,6.0074,1,236500,NEAR BAY
15,2568,4.6211,1,151400,NEAR BAY
16,1461,5.225,1,213700,NEAR BAY
14,1116,5.3428,1,243600,NEAR BAY
15,3163,3.7462,1,212500,NEAR BAY
24,1488,4.5721,1,214700,NEAR BAY
18,855,3.6923,1,213200,NEAR BAY
16,2530,4.6786,1,256000,NEAR BAY
2,240,2.875,1,237500,NEAR BAY
15,2097,3.3617,1,178100,NEAR BAY
17,2629,5.7579,1,231800,NEAR BAY
36,295,2.9706,1,147900,NEAR BAY
10,2056,3.9022,1,191700,NEAR BAY
21,2172,4.6146,1,247600,<1H OCEAN
15,1777,5.7192,1,283500,<1H OCEAN
20,2079,3.6832,1,216900,<1H OCEAN
31,1276,6.2073,1,282500,<1H OCEAN
6,2071,5.8151,1,295600,<1H OCEAN
14,8117,5.8322,1,281800,NEAR BAY
14,8012,5.6277,1,269800,NEAR BAY
12,3436,5.2879,1,231200,NEAR BAY
8,5019,6.5615,1,318300,NEAR BAY
15,4576,5.6758,1,253400,NEAR BAY
7,6075,6.1047,1,278200,NEAR BAY
5,648,3.5714,1,300000,<1H OCEAN
3,7205,6.0824,1,273500,NEAR BAY
23,2461,4.3594,1,223400,NEAR BAY
35,914,5.5737,1,214500,NEAR BAY
31,2841,4.8962,1,220200,NEAR BAY
24,4446,4.6978,1,240300,NEAR BAY
6,1531,4.4259,1,158000,NEAR BAY
26,1434,3.3008,1,224200,NEAR BAY
33,909,4.5687,1,177200,NEAR BAY
24,1174,3.8179,1,216100,NEAR BAY
18,2641,5,1,269700,<1H OCEAN
20,3288,4.3393,1,231200,<1H OCEAN
4,1606,4.1387,1,162500,<1H OCEAN
13,4518,4.8052,1,254000,<1H OCEAN
31,986,4.6349,1,196200,<1H OCEAN
17,3080,3.168,1,189400,<1H OCEAN
17,3386,3.1326,1,220800,<1H OCEAN
16,4649,2.9074,1,213800,<1H OCEAN
15,2412,8.3996,1,442900,<1H OCEAN
21,4552,6.6478,1,333400,<1H OCEAN
25,596,6.629,1,352400,<1H OCEAN
27,1631,6.2179,1,305300,<1H OCEAN
33,941,5.761,1,259600,<1H OCEAN
29,1724,4.6641,1,248900,<1H OCEAN
31,1067,6.7599,1,356000,<1H OCEAN
14,2738,3.9909,1,236000,<1H OCEAN
23,1278,4.2955,1,218800,<1H OCEAN
28,1538,4.9615,1,228000,<1H OCEAN
18,1252,2.6198,1,235900,<1H OCEAN
28,1344,4.7135,1,203200,<1H OCEAN
35,1353,4.75,1,197000,<1H OCEAN
26,1273,5.4299,1,236400,<1H OCEAN
28,1610,4.6,1,223200,<1H OCEAN
26,2142,4.1947,1,222700,<1H OCEAN
26,1285,5.388,1,225000,<1H OCEAN
18,1673,3.9444,1,240100,<1H OCEAN
28,1772,5.3283,1,227900,<1H OCEAN
28,1106,4.8403,1,268600,<1H OCEAN
29,2023,5.1616,1,275100,<1H OCEAN
34,1276,4.9167,1,256300,NEAR BAY
27,3026,4.1591,1,332400,<1H OCEAN
32,1128,5,1,287600,NEAR BAY
26,852,5.8325,1,298900,<1H OCEAN
27,889,5.7057,1,287600,NEAR BAY
25,2831,5.0423,1,222200,<1H OCEAN
26,1776,4.5317,1,232600,<1H OCEAN
25,1671,5.4359,1,258300,<1H OCEAN
23,2530,5.0824,1,230900,<1H OCEAN
33,2721,5.2308,1,196900,<1H OCEAN
22,3215,4.4107,1,223500,<1H OCEAN
26,2352,5.2396,1,223900,<1H OCEAN
27,2855,4.7478,1,243500,<1H OCEAN
7,12203,8.4045,1,451100,<1H OCEAN
9,1981,9.7194,1,500001,<1H OCEAN
10,3571,5.1643,1,193100,<1H OCEAN
23,1972,5.3813,1,264400,<1H OCEAN
26,1105,6.0878,1,246900,<1H OCEAN
13,2759,6.868,1,337300,<1H OCEAN
22,4319,6.992,1,284800,NEAR BAY
26,1597,4.9118,1,217300,NEAR BAY
23,1446,4.4357,1,291700,NEAR BAY
26,1285,4.9464,1,223800,NEAR BAY
25,2568,5.2882,1,223100,NEAR BAY
23,2357,5.1321,1,211300,NEAR BAY
25,2998,3.9667,1,218500,NEAR BAY
17,307,3.1696,1,156300,NEAR BAY
20,3526,5.0838,1,248200,NEAR BAY
35,1213,4.8214,1,186000,NEAR BAY
6,1911,4.1406,1,178200,NEAR BAY
34,1524,3.7364,1,190400,NEAR BAY
31,719,3.535,1,210300,NEAR BAY
16,3038,5.0739,1,208000,NEAR BAY
18,1268,3.256,1,183300,NEAR BAY
19,2346,6.0667,1,245700,NEAR BAY
21,2216,5.7072,1,242200,NEAR BAY
7,3223,4.9867,1,181700,<1H OCEAN
4,2937,5.1437,1,299400,<1H OCEAN
22,2302,5.347,1,219500,<1H OCEAN
25,2038,5.7233,1,231800,<1H OCEAN
26,1935,4.4697,1,221300,<1H OCEAN
26,1453,4.9107,1,213800,<1H OCEAN
26,2288,4.2281,1,206000,<1H OCEAN
15,2484,5.0143,1,271100,<1H OCEAN
6,3386,7.2494,1,336500,<1H OCEAN
46,512,5.1406,1,315600,INLAND
24,1081,8.3337,1,500001,<1H OCEAN
13,1590,7.316,1,285400,<1H OCEAN
18,3126,6.4994,1,323000,INLAND
23,706,7.2211,1,291900,<1H OCEAN
3,793,4.4087,1,225600,<1H OCEAN
23,926,5.9345,1,259600,<1H OCEAN
20,831,6.177,1,262900,<1H OCEAN
18,1700,5.817,1,257300,<1H OCEAN
18,1395,6.3132,1,259200,<1H OCEAN
12,3329,6.3373,1,339700,<1H OCEAN
23,854,7.333,1,337200,INLAND
22,734,6.2918,1,334100,<1H OCEAN
16,1543,6.5214,1,311500,INLAND
25,937,6.4524,1,296900,INLAND
20,1181,6.0604,1,247900,INLAND
19,852,6.5285,1,300400,INLAND
15,876,7.2639,1,332400,<1H OCEAN
7,3926,7.4353,1,389800,<1H OCEAN
29,1360,3.1127,1,233000,INLAND
39,161,2.4896,1,238500,INLAND
52,315,5.0677,1,233300,INLAND
3,769,2.1187,1,231300,INLAND
20,514,10.9506,1,475800,INLAND
13,2444,7.0691,1,393200,<1H OCEAN
10,1813,5.5,1,247200,INLAND
28,853,4.9879,1,229400,INLAND
4,1895,6.8132,1,282500,INLAND
14,1833,5.6399,1,300600,INLAND
22,1699,4.1597,1,293200,INLAND
27,583,5.7519,1,278500,INLAND
13,4847,5.6417,1,352900,INLAND
43,83,10.3203,1,400000,INLAND
47,51,4.3472,1,375000,INLAND
13,4389,6.6827,1,313700,INLAND
4,2649,3.62,1,139300,<1H OCEAN
16,1952,7.3588,1,327500,INLAND
26,771,5.7239,1,430600,INLAND
32,144,4.2083,1,125000,INLAND
17,729,6.1023,1,450000,INLAND
12,2595,3.9864,1,200200,INLAND
11,5826,4.8624,1,192400,INLAND
25,254,9.1531,1,418800,INLAND
22,2474,4.7361,1,216800,INLAND
17,2222,5.4324,1,215500,INLAND
12,802,4.9375,1,227700,INLAND
29,1919,3.3841,1,184400,INLAND
36,950,3.5532,1,158400,INLAND
34,1157,3.3618,1,174600,INLAND
35,1761,4.3533,1,168400,INLAND
25,3200,4.5357,1,188400,INLAND
9,1705,5.7068,1,256700,INLAND
26,1422,3.7212,1,183800,INLAND
35,702,5.2443,1,183400,INLAND
35,1189,4.2361,1,177500,INLAND
32,555,3.1856,1,186900,INLAND
17,8768,5.4496,1,238900,INLAND
17,1392,3.0222,1,172500,INLAND
44,277,2.6667,1,179200,INLAND
52,929,3.7301,1,204400,INLAND
41,629,4.6806,1,209400,INLAND
20,3489,5.7907,1,264200,INLAND
6,1225,6.3705,1,350000,INLAND
26,1024,5.2649,1,199800,INLAND
26,947,6.0797,1,211000,INLAND
28,804,4.8571,1,201100,INLAND
25,900,3.8523,1,193000,INLAND
22,6693,5.98,1,245000,INLAND
17,338,2.45,1,117600,INLAND
15,573,2.2417,1,97900,INLAND
16,202,3.15,1,140600,INLAND
14,946,3.4609,1,120900,INLAND
13,1091,3,1,119000,INLAND
16,435,3.2031,1,129200,INLAND
17,767,2.5208,1,99100,INLAND
18,618,2.3549,1,108900,INLAND
15,1103,3.0125,1,111700,INLAND
34,495,2.05,1,68900,INLAND
23,369,3.125,1,96400,INLAND
10,638,2.65,1,116700,INLAND
17,607,3.5,1,123800,INLAND
25,657,2.5476,1,97900,INLAND
40,546,3.9107,1,129800,INLAND
13,597,4.2917,1,121300,INLAND
15,529,3.3393,1,107200,INLAND
16,4930,4.3029,1,121900,INLAND
28,1614,2.8125,1,113400,INLAND
27,1793,3.5508,1,99100,INLAND
18,1187,3.2589,1,103000,INLAND
13,834,3.2937,1,114200,INLAND
17,2237,3.0465,1,144100,INLAND
15,1737,2.3125,1,128600,INLAND
9,806,2.525,1,157200,INLAND
18,985,3.175,1,118500,INLAND
23,730,2.6078,1,116700,INLAND
15,1444,2.7399,1,134800,INLAND
19,1252,2.7236,1,109900,INLAND
16,559,4.4531,1,144300,INLAND
37,533,3.2135,1,123600,INLAND
12,4644,3.1142,1,112600,INLAND
23,2710,3.0068,1,107300,INLAND
12,3628,3.0905,1,117800,INLAND
17,2446,1.9362,1,89900,INLAND
14,1215,2.3155,1,102300,INLAND
19,4030,2.0094,1,87300,INLAND
15,4591,3.07,1,142600,INLAND
12,7517,1.6785,1,153100,INLAND
22,822,3.6625,1,126600,INLAND
18,856,3.5046,1,118300,INLAND
7,747,3.9,1,147000,INLAND
39,267,1.8095,1,78100,INLAND
39,623,2.2833,1,85800,INLAND
41,1426,1.5633,1,84500,INLAND
52,1107,3.4191,1,137500,INLAND
17,2469,0.9393,1,88900,INLAND
13,1571,1.1019,1,120200,INLAND
29,2053,1.7284,1,74500,INLAND
43,1181,2.2621,1,85100,INLAND
34,1290,2.575,1,130300,INLAND
28,1011,4.3309,1,125200,INLAND
29,3316,3.0253,1,111400,INLAND
37,974,3.2016,1,97000,INLAND
11,3264,3.1125,1,122600,INLAND
8,2887,3.0625,1,116300,INLAND
8,84,2.125,1,179200,INLAND
44,1371,2.2925,1,85800,INLAND
52,379,1.6797,1,94800,INLAND
52,311,1.5481,1,200000,INLAND
52,520,0.987,1,112500,INLAND
52,802,0.9566,1,69000,INLAND
52,513,1.3672,1,55000,INLAND
52,753,2.0064,1,77900,INLAND
18,5022,1.6911,1,98800,INLAND
52,974,1.6827,1,78700,INLAND
21,2948,1.5863,1,81300,INLAND
33,1160,1.7426,1,60300,INLAND
42,1879,1.5064,1,66300,INLAND
18,708,2.0288,1,116700,INLAND
11,2456,4.5032,1,159700,INLAND
26,1217,3.7007,1,139200,INLAND
16,904,3.5735,1,89600,INLAND
38,275,3.5375,1,153100,INLAND
25,1109,2.8306,1,87500,INLAND
20,1705,4.712,1,158600,INLAND
24,726,2.3833,1,95100,INLAND
20,745,3.0625,1,93800,INLAND
16,1203,2.7143,1,95300,INLAND
15,1786,3.5189,1,141300,INLAND
17,47,2.4028,1,67500,INLAND
22,611,2.3036,1,73000,INLAND
14,665,2.8657,1,119600,INLAND
16,1904,2.2419,1,93200,INLAND
10,721,2.4537,1,117900,INLAND
11,1456,2.5374,1,97200,INLAND
12,875,2.3507,1,97600,INLAND
12,1532,2.3079,1,95300,INLAND
11,1610,2.6147,1,107700,INLAND
18,1151,2.567,1,102900,INLAND
20,395,1.625,1,88300,INLAND
16,1063,1.4048,1,86500,INLAND
18,385,2.1838,1,58000,INLAND
26,699,1.875,1,84000,INLAND
25,837,2.963,1,89500,INLAND
28,770,2.6823,1,93400,INLAND
23,365,2.1912,1,115200,INLAND
18,952,2.0458,1,105700,INLAND
24,664,2.3068,1,97300,INLAND
19,1184,2.7863,1,108600,INLAND
20,557,2.0882,1,104900,INLAND
19,1110,3.1061,1,110200,INLAND
18,733,1.7875,1,103800,INLAND
20,481,2.2,1,80800,INLAND
23,1138,2.3403,1,87300,INLAND
22,1157,1.8245,1,85500,INLAND
31,1026,2.5428,1,85000,INLAND
23,788,1.8125,1,93500,INLAND
31,794,3,1,96700,INLAND
22,1151,2.8182,1,109700,INLAND
14,934,1.7788,1,85800,INLAND
20,523,1.0625,1,92800,INLAND
37,569,1.8616,1,70500,INLAND
20,763,2.3711,1,121800,INLAND
17,1174,3.066,1,102600,INLAND
17,1763,2.9625,1,101200,INLAND
8,1163,3.13,1,168300,INLAND
17,705,2.4623,1,126100,INLAND
17,750,2.3798,1,83800,INLAND
19,984,1.9766,1,92600,INLAND
15,844,2.3958,1,111200,INLAND
15,893,1.6948,1,87500,INLAND
17,730,2.3895,1,87500,INLAND
22,986,2.8871,1,94700,INLAND
35,221,2.3684,1,62500,INLAND
17,481,1.4896,1,83300,INLAND
15,1229,2.3917,1,85700,INLAND
9,358,1.7708,1,79500,INLAND
26,945,1.7308,1,53600,INLAND
12,1861,1.5771,1,65200,INLAND
15,576,2.1467,1,84100,INLAND
14,1822,2.9562,1,142300,INLAND
25,436,3.9028,1,93800,INLAND
26,790,3.0446,1,90800,INLAND
17,553,3.2174,1,91800,INLAND
19,1304,2.6921,1,97500,INLAND
35,683,4.5156,1,91200,INLAND
30,448,2.4821,1,73800,INLAND
24,471,2.9688,1,86400,INLAND
33,1887,2.502,1,62100,INLAND
30,1688,2.334,1,72200,INLAND
39,684,2.0357,1,57600,INLAND
48,396,0.8024,1,58300,INLAND
50,485,1.1607,1,51700,INLAND
47,603,1.3654,1,57900,INLAND
46,871,1.6352,1,53100,INLAND
31,1073,1.5714,1,56100,INLAND
25,1384,1.9956,1,58000,INLAND
24,1087,1.6389,1,56700,INLAND
29,925,2.1658,1,57600,INLAND
18,974,1.6346,1,63300,INLAND
24,909,1.8661,1,59800,INLAND
23,640,1.4833,1,65200,INLAND
15,145,0.8252,1,42500,INLAND
26,2041,1.0585,1,45100,INLAND
38,779,1.3289,1,39400,INLAND
19,617,1.5313,1,50300,INLAND
29,1809,1.8047,1,53800,INLAND
14,939,2.4952,1,53900,INLAND
41,284,2.2045,1,41800,INLAND
20,1174,2.9965,1,88900,INLAND
33,569,3.2833,1,82600,INLAND
30,677,2.6563,1,63600,INLAND
21,1364,2.0455,1,59400,INLAND
18,1185,1.3611,1,60600,INLAND
26,662,2.6071,1,57100,INLAND
31,811,1.7727,1,49000,INLAND
15,1079,2.3566,1,80400,INLAND
17,1970,2.425,1,96200,INLAND
52,121,3.0208,1,60000,INLAND
27,359,2.5313,1,61300,INLAND
22,1284,2.1776,1,73800,INLAND
27,1241,1.9943,1,86300,INLAND
24,1098,1.7552,1,86400,INLAND
22,537,2.6607,1,84600,INLAND
40,374,2.7891,1,73500,INLAND
29,1170,2.3224,1,56200,INLAND
32,911,1.7885,1,57000,INLAND
46,523,1.91,1,63900,INLAND
37,1505,2.0474,1,56000,INLAND
34,635,1.8355,1,63000,INLAND
27,1100,2.3243,1,85500,INLAND
30,501,2.5259,1,81300,INLAND
21,862,2.2813,1,57600,INLAND
22,941,2.1728,1,59400,INLAND
29,864,2.4943,1,81900,INLAND
39,408,3.3929,1,82100,INLAND
16,1516,2.3816,1,116000,INLAND
10,785,2.5,1,116100,INLAND
34,1150,2.3654,1,94900,INLAND
27,463,2.9063,1,92200,INLAND
37,339,2.2875,1,79900,INLAND
9,2233,2.6528,1,133000,INLAND
16,1777,3,1,122600,INLAND
19,538,2.9821,1,90400,INLAND
16,1319,2.0472,1,93200,INLAND
8,1000,4.0109,1,125900,INLAND
9,1800,3.636,1,133100,INLAND
7,3175,3.8488,1,130600,INLAND
21,1341,2.1382,1,104000,INLAND
32,1061,2.5473,1,101600,INLAND
17,1387,2.0417,1,92600,INLAND
13,1796,2.6417,1,122300,INLAND
13,311,2.4583,1,112500,INLAND
20,563,2.6667,1,86600,INLAND
21,668,2.5667,1,77400,INLAND
18,999,2.7344,1,91900,INLAND
17,529,3.024,1,100900,INLAND
18,592,1.625,1,94700,INLAND
17,661,2.2604,1,84800,INLAND
10,1480,2.8208,1,139900,INLAND
10,546,3.75,1,121400,INLAND
13,252,4.4063,1,155800,INLAND
17,997,2.9821,1,111500,INLAND
13,924,2.6942,1,123500,INLAND
13,1149,2.5352,1,113700,INLAND
10,298,3.3542,1,103800,INLAND
13,267,3.075,1,108300,INLAND
11,82,3.125,1,77500,INLAND
48,657,2.7841,1,65800,INLAND
39,815,2.9489,1,67500,INLAND
23,2435,2.2754,1,59200,INLAND
17,3266,2.7137,1,72000,INLAND
27,670,3.2625,1,92800,INLAND
52,120,3.017,1,112500,INLAND
10,154,2.25,1,75000,INLAND
33,434,3.125,1,108000,INLAND
28,2587,2.331,1,65500,INLAND
44,494,2.875,1,61500,INLAND
35,1395,2.5625,1,62700,INLAND
19,551,1.7463,1,68800,INLAND
50,781,2.2679,1,69100,INLAND
52,985,2.5556,1,75800,INLAND
39,660,2.4559,1,75000,INLAND
39,271,2.1845,1,112500,INLAND
28,1095,3.4402,1,192400,INLAND
17,1169,3.6694,1,209400,INLAND
25,888,3.2619,1,183800,INLAND
3,3578,5.0016,1,189100,INLAND
7,4460,4.9618,1,156500,INLAND
5,3523,5.0468,1,168800,INLAND
19,1707,3.6411,1,162800,INLAND
9,1562,5.1041,1,172900,INLAND
27,2085,3.3558,1,129700,INLAND
22,527,4.375,1,213500,INLAND
44,704,1.6554,1,119400,INLAND
36,861,2.8828,1,131100,INLAND
15,1348,3.8125,1,125400,INLAND
33,1391,3.2813,1,151400,INLAND
19,1064,4.7426,1,263100,INLAND
17,825,4.8958,1,187100,INLAND
19,972,2.2216,1,156700,INLAND
5,2399,5.7104,1,186300,INLAND
10,1779,4.6587,1,152500,INLAND
13,1075,5.1017,1,241400,INLAND
5,4276,6.9051,1,340900,INLAND
30,989,3.691,1,154400,INLAND
22,967,4.4583,1,253900,INLAND
46,1088,2.2532,1,109400,INLAND
47,1074,2.2361,1,105100,INLAND
52,528,2.2639,1,128500,INLAND
46,101,2.2361,1,93800,INLAND
42,798,2.1719,1,99100,INLAND
50,625,1.5988,1,96400,INLAND
25,1614,3.4722,1,127000,INLAND
46,37,0.536,1,87500,INLAND
19,1216,4.4491,1,133900,INLAND
17,1749,3.1728,1,146800,INLAND
34,1588,3.6118,1,124700,INLAND
44,1399,2.7234,1,110200,INLAND
