"author","title","venue","volume",'pages',"year",'type',"access","key",'doi',"ee","url"
"Zhuqi Li,Yuanchao Shu,Ganesh Ananthanarayanan,Longfei Shangguan,Kyle Jamieson,Paramvir Bahl",Spider - A Multi-Hop Millimeter-Wave Network for Live Video Analytics.,SEC,NaN,178-191,2021,Conference and Workshop Papers,closed,conf/ieeesec/LiSASJB21,10.1145/3453142.3491291,https://doi.org/10.1145/3453142.3491291,https://dblp.org/rec/conf/ieeesec/LiSASJB21
"Georgios Rizos,Jenna Lawson,Zhuoda Han,Duncan Butler,James Rosindell,Krystian Mikolajczyk,Cristina Banks-Leite,Björn W. Schuller",Multi-Attentive Detection of the Spider Monkey Whinny in the (Actual) Wild.,Interspeech,NaN,471-475,2021,Conference and Workshop Papers,closed,conf/interspeech/RizosLHBRMBS21,10.21437/INTERSPEECH.2021-1969,https://doi.org/10.21437/Interspeech.2021-1969,https://dblp.org/rec/conf/interspeech/RizosLHBRMBS21
"Cristina Ramírez-Fernández,Alberto L. Morán,Victoria Meza-Kubo",A Comparative Study Between Different Treatments for Spider Phobia.,MexIHC,NaN,2:1-2:7,2021,Conference and Workshop Papers,closed,conf/mexihc/Ramirez-Fernandez21,10.1145/3492724.3492726,https://doi.org/10.1145/3492724.3492726,https://dblp.org/rec/conf/mexihc/Ramirez-Fernandez21
"Souhail Elkaissi,Azedine Boulmakoul",Virtual Spider for Real-Time Finding Things Close to Pedestrians.,NISS,NaN,749-761,2021,Conference and Workshop Papers,closed,conf/niss/ElkaissiB21,10.1007/978-981-16-3637-0_53,https://doi.org/10.1007/978-981-16-3637-0_53,https://dblp.org/rec/conf/niss/ElkaissiB21
"Farouq Zitouni,Saad Harous,Ramdane Maamri",An Enhanced Social Spider Colony Optimization for Global Optimization.,NISS,NaN,775-793,2021,Conference and Workshop Papers,closed,conf/niss/ZitouniHM21,10.1007/978-981-16-3637-0_55,https://doi.org/10.1007/978-981-16-3637-0_55,https://dblp.org/rec/conf/niss/ZitouniHM21
"Luke Pratley,Jason D. McEwen",Sparse Image Reconstruction for the SPIDER Optical Interferometric Telescope.,PHOTOPTICS,NaN,104-109,2021,Conference and Workshop Papers,closed,conf/photoptics/PratleyM21,10.5220/0010322601040109,https://doi.org/10.5220/0010322601040109,https://dblp.org/rec/conf/photoptics/PratleyM21
"Shu Qi Wang,Jizhuang Fan,Kuan Zhang,Wei Zhang,Gangfeng Liu,Jie Zhao 0003",Simulation Study of a Spider-Like Robot Based on Leg Reorganization.,RCAR,NaN,1374-1378,2021,Conference and Workshop Papers,closed,conf/rcar/WangFZZL021,10.1109/RCAR52367.2021.9517527,https://doi.org/10.1109/RCAR52367.2021.9517527,https://dblp.org/rec/conf/rcar/WangFZZL021
"Siqing Chen,He Xu,Xueshan Zhou",Bionic Water Hydraulic System of Soft Robot Control Inspired by Spider Limbs.,ROBIO,NaN,719-725,2021,Conference and Workshop Papers,closed,conf/robio/ChenXZ21,10.1109/ROBIO54168.2021.9739632,https://doi.org/10.1109/ROBIO54168.2021.9739632,https://dblp.org/rec/conf/robio/ChenXZ21
"Hanting Ye,Qing Wang 0007",SpiderWeb - Enabling Through-Screen Visible Light Communication.,SenSys,NaN,316-328,2021,Conference and Workshop Papers,closed,conf/sensys/YeW21,10.1145/3485730.3485948,https://doi.org/10.1145/3485730.3485948,https://dblp.org/rec/conf/sensys/YeW21
Xray Halperin,Marvel's Spider-Man - Miles Morales Procedural Tools for PlayStation 5 Content Authoring.,SIGGRAPH Asia Technical Communications,NaN,17:1-17:4,2021,Conference and Workshop Papers,closed,conf/siggrapha/Halperin21,10.1145/3478512.3488594,https://doi.org/10.1145/3478512.3488594,https://dblp.org/rec/conf/siggrapha/Halperin21
"Pedro Pérez-Escalona,Ivan Rapaport,José A. Soto,Ian Vidal",The Multiple Traveling Salesman Problem on Spiders.,SOFSEM,NaN,337-348,2021,Conference and Workshop Papers,closed,conf/sofsem/Perez-EscalonaR21,10.1007/978-3-030-67731-2_24,https://doi.org/10.1007/978-3-030-67731-2_24,https://dblp.org/rec/conf/sofsem/Perez-EscalonaR21
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned Spider Algorithm - Non-Asymptotic Convergence Bounds.,SSP,NaN,96-100,2021,Conference and Workshop Papers,closed,conf/ssp/FortM21,10.1109/SSP49050.2021.9513846,https://doi.org/10.1109/SSP49050.2021.9513846,https://dblp.org/rec/conf/ssp/FortM21
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned Spider Algorithm for EM-Based Large Scale Learning.,SSP,NaN,316-320,2021,Conference and Workshop Papers,closed,conf/ssp/FortM21a,10.1109/SSP49050.2021.9513769,https://doi.org/10.1109/SSP49050.2021.9513769,https://dblp.org/rec/conf/ssp/FortM21a
"Soh Kumabe,Takanori Maehara","r-Gathering Problems on Spiders - Hardness, FPT Algorithms, and PTASes.",WALCOM,NaN,154-165,2021,Conference and Workshop Papers,closed,conf/walcom/KumabeM21,10.1007/978-3-030-68211-8_13,https://doi.org/10.1007/978-3-030-68211-8_13,https://dblp.org/rec/conf/walcom/KumabeM21
Dusko Pavlovic,Lambek pregroups are Frobenius spiders in preorders.,CoRR,abs/2105.03038,NaN,2021,Informal Publications,open,journals/corr/abs-2105-03038,NaN,https://arxiv.org/abs/2105.03038,https://dblp.org/rec/journals/corr/abs-2105-03038
"Sergey Afanasiev,Anastasiya Smirnova,Diana Kotereva",Itsy Bitsy SpiderNet - Fully Connected Residual Network for Fraud Detection.,CoRR,abs/2105.08120,NaN,2021,Informal Publications,open,journals/corr/abs-2105-08120,NaN,https://arxiv.org/abs/2105.08120,https://dblp.org/rec/journals/corr/abs-2105-08120
Henderik A. Proper,Interactive Query Formulation using Spider Queries.,CoRR,abs/2105.10349,NaN,2021,Informal Publications,open,journals/corr/abs-2105-10349,NaN,https://arxiv.org/abs/2105.10349,https://dblp.org/rec/journals/corr/abs-2105-10349
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned SPIDER algorithm for EM-based large scale learning.,CoRR,abs/2105.11732,NaN,2021,Informal Publications,open,journals/corr/abs-2105-11732,NaN,https://arxiv.org/abs/2105.11732,https://dblp.org/rec/journals/corr/abs-2105-11732
"Scott Mahan,Henry Kvinge,Tim Doster",Rotating spiders and reflecting dogs - a class conditional approach to learning data augmentation distributions.,CoRR,abs/2106.04009,NaN,2021,Informal Publications,open,journals/corr/abs-2106-04009,NaN,https://arxiv.org/abs/2106.04009,https://dblp.org/rec/journals/corr/abs-2106-04009
"Dongil Shin,Andrea Cupertino,Matthijs H. J. de Jong,Peter G. Steeneken,Miguel A. Bessa,Richard A. Norte",Spiderweb nanomechanical resonators via Bayesian optimization - inspired by nature and guided by machine learning.,CoRR,abs/2108.04809,NaN,2021,Informal Publications,open,journals/corr/abs-2108-04809,NaN,https://arxiv.org/abs/2108.04809,https://dblp.org/rec/journals/corr/abs-2108-04809
"Charbel Habchi,Mohammad Khalid Jawed",Ballooning in Spiders using Multiple Silk Threads.,CoRR,abs/2112.10981,NaN,2021,Informal Publications,open,journals/corr/abs-2112-10981,NaN,https://arxiv.org/abs/2112.10981,https://dblp.org/rec/journals/corr/abs-2112-10981
"Erum Mushtaq,Chaoyang He 0001,Jie Ding,Salman Avestimehr",SPIDER - Searching Personalized Neural Architecture for Federated Learning.,CoRR,abs/2112.13939,NaN,2021,Informal Publications,open,journals/corr/abs-2112-13939,NaN,https://arxiv.org/abs/2112.13939,https://dblp.org/rec/journals/corr/abs-2112-13939
"Ahmed Fathy,Khaled Kaaniche,Turki M. Alanazi",Recent Approach Based Social Spider Optimizer for Optimal Sizing of Hybrid PV/Wind/Battery/Diesel Integrated Microgrid in Aljouf Region.,IEEE Access,8,57630-57645,2020,Journal Articles,open,journals/access/FathyKA20,10.1109/ACCESS.2020.2982805,https://doi.org/10.1109/ACCESS.2020.2982805,https://dblp.org/rec/journals/access/FathyKA20
"Ario Yudo Husodo,Grafika Jati,Amarulla Octavian,Wisnu Jatmiko",Enhanced Social Spider Optimization Algorithm for Increasing Performance of Multiple Pursuer Drones in Neutralizing Attacks From Multiple Evader Drones.,IEEE Access,8,22145-22161,2020,Journal Articles,open,journals/access/HusodoJOJ20,10.1109/ACCESS.2020.2969021,https://doi.org/10.1109/ACCESS.2020.2969021,https://dblp.org/rec/journals/access/HusodoJOJ20
"Piotr Lewandowski,Marek Janiszewski,Anna Felkner",SpiderTrap - An Innovative Approach to Analyze Activity of Internet Bots on a Website.,IEEE Access,8,141292-141309,2020,Journal Articles,open,journals/access/LewandowskiJF20,10.1109/ACCESS.2020.3012969,https://doi.org/10.1109/ACCESS.2020.3012969,https://dblp.org/rec/journals/access/LewandowskiJF20
"Ta Sheng Tan,Wen Chean Teh",Graph burning - Tight bounds on the burning numbers of path forests and spiders.,Appl. Math. Comput.,385,125447,2020,Journal Articles,closed,journals/amc/TanT20,10.1016/J.AMC.2020.125447,https://doi.org/10.1016/j.amc.2020.125447,https://dblp.org/rec/journals/amc/TanT20
"M. A. H. Akhand,Safial Islam Ayon,S. A. Shahriyar,Nazmul H. Siddique,Hojjat Adeli",Discrete Spider Monkey Optimization for Travelling Salesman Problem.,Appl. Soft Comput.,86,NaN,2020,Journal Articles,closed,journals/asc/AkhandASSA20,10.1016/J.ASOC.2019.105887,https://doi.org/10.1016/j.asoc.2019.105887,https://dblp.org/rec/journals/asc/AkhandASSA20
"Satish Chander,Vijaya Padmanabha,Joseph Mani",Jaya Spider Monkey Optimization-driven Deep Convolutional LSTM for the prediction of COVID'19.,Bio Algorithms Med Syst.,16,NaN,2020,Journal Articles,closed,journals/bams/ChanderPM20,10.1515/BAMS-2020-0030,https://doi.org/10.1515/bams-2020-0030,https://dblp.org/rec/journals/bams/ChanderPM20
"Kourosh Ranjbar,Hamid Khaloozadeh,Aghileh Heydari",A novel mixed Spider's web initial solution and data envelopment analysis for solving multi-objective optimization problems.,Central Eur. J. Oper. Res.,28,193-208,2020,Journal Articles,closed,journals/cejor/RanjbarKH20,10.1007/S10100-018-0566-3,https://doi.org/10.1007/s10100-018-0566-3,https://dblp.org/rec/journals/cejor/RanjbarKH20
"Isabelle Su,Zhao Qin,Tomás Saraceno,Ally Bisshop,Roland Mühlethaler,Evan Ziporyn,Markus J. Buehler",Sonification of a 3-D Spider Web and Reconstitution for Musical Composition Using Granular Synthesis.,Comput. Music. J.,44,43-59,2020,Journal Articles,closed,journals/comj/SuQSBMZB20,10.1162/COMJ_A_00580,https://doi.org/10.1162/comj_a_00580,https://dblp.org/rec/journals/comj/SuQSBMZB20
"Wenqiang Yang,Tingli Cheng,Yuanjun Guo,Zhile Yang,Wei Feng",A Modified Social Spider Optimization for Economic Dispatch with Valve-Point Effects.,Complex.,2020,2865929:1-2865929:13,2020,Journal Articles,open,journals/complexity/YangCGYF20,10.1155/2020/2865929,https://doi.org/10.1155/2020/2865929,https://dblp.org/rec/journals/complexity/YangCGYF20
"Shashank Sheshar Singh,Ajay Kumar 0006,Kuldeep Singh,Bhaskar Biswas",IM-SSO - Maximizing influence in social networks using social spider optimization.,Concurr. Comput. Pract. Exp.,32,NaN,2020,Journal Articles,closed,journals/concurrency/SinghKSB20,10.1002/CPE.5421,https://doi.org/10.1002/cpe.5421,https://dblp.org/rec/journals/concurrency/SinghKSB20
Shayesteh Tabatabaei,A Novel Fault Tolerance Energy-Aware Clustering Method via Social Spider Optimization (SSO) and Fuzzy Logic and Mobile Sink in Wireless Sensor Networks (WSNs).,Comput. Syst. Sci. Eng.,35,477-494,2020,Journal Articles,closed,journals/csse/Tabatabaei20,NaN,https://www.techscience.com/csse/v35n6/40725,https://dblp.org/rec/journals/csse/Tabatabaei20
"R. Buvanesvari,A. Rijuvana Begum",Social spider-based unequal clustering protocol for wireless sensor environment for smart cities.,Electron. Gov. an Int. J.,16,190-209,2020,Journal Articles,closed,journals/eg/BuvanesvariB20,10.1504/EG.2020.105235,https://doi.org/10.1504/EG.2020.105235,https://dblp.org/rec/journals/eg/BuvanesvariB20
"Emine Bas,Erkan Ülker",An efficient binary social spider algorithm for feature selection problem.,Expert Syst. Appl.,146,113185,2020,Journal Articles,closed,journals/eswa/BasU20,10.1016/J.ESWA.2020.113185,https://doi.org/10.1016/j.eswa.2020.113185,https://dblp.org/rec/journals/eswa/BasU20
"Emine Bas,Erkan Ülker",A binary social spider algorithm for uncapacitated facility location problem.,Expert Syst. Appl.,161,113618,2020,Journal Articles,closed,journals/eswa/BasU20a,10.1016/J.ESWA.2020.113618,https://doi.org/10.1016/j.eswa.2020.113618,https://dblp.org/rec/journals/eswa/BasU20a
"O. S. Jannath Nisha,S. Mary Saira Bhanu",Detection of malware applications using social spider algorithm in mobile cloud computing environment.,Int. J. Ad Hoc Ubiquitous Comput.,34,154-169,2020,Journal Articles,closed,journals/ijahuc/NishaB20,10.1504/IJAHUC.2020.108424,https://doi.org/10.1504/IJAHUC.2020.108424,https://dblp.org/rec/journals/ijahuc/NishaB20
"Jothi Soundaram,Chandrasekar Arumugam",Genetic spider monkey-based routing protocol to increase the lifetime of the network and energy management in WSN.,Int. J. Commun. Syst.,33,NaN,2020,Journal Articles,closed,journals/ijcomsys/SoundaramA20,10.1002/DAC.4525,https://doi.org/10.1002/dac.4525,https://dblp.org/rec/journals/ijcomsys/SoundaramA20
"Scaria Alex,T. Dhiliphan Rajkumar",Adaptive Spider Bird Swarm Algorithm-Based Deep Recurrent Neural Network for Malicious JavaScript Detection Using Box-Cox Transformation.,Int. J. Open Source Softw. Process.,11,46-59,2020,Journal Articles,closed,journals/ijossp/AlexR20,10.4018/IJOSSP.2020100103,https://doi.org/10.4018/IJOSSP.2020100103,https://dblp.org/rec/journals/ijossp/AlexR20
"Jabir Mumtaz,Zailin Guan,Lei Yue,Li Zhang,Cong He",Hybrid spider monkey optimisation algorithm for multi-level planning and scheduling problems of assembly lines.,Int. J. Prod. Res.,58,6252-6267,2020,Journal Articles,closed,journals/ijpr/MumtazGYZH20,10.1080/00207543.2019.1675917,https://doi.org/10.1080/00207543.2019.1675917,https://dblp.org/rec/journals/ijpr/MumtazGYZH20
"V. Seethalakshmi,Govindasamy Vaiyapuri,Akila Venkatesan",Hybrid gradient descent spider monkey optimization (HGDSMO) algorithm for efficient resource scheduling for big data processing in heterogenous environment.,J. Big Data,7,49,2020,Journal Articles,open,journals/jbd/SeethalakshmiGV20,10.1186/S40537-020-00321-W,https://doi.org/10.1186/s40537-020-00321-w,https://dblp.org/rec/journals/jbd/SeethalakshmiGV20
"Ravichandran Thalamala,A. Venkata Swamy Reddy,B. Janet",A Novel Bio-Inspired Algorithm Based on Social Spiders for Improving Performance and Efficiency of Data Clustering.,J. Intell. Syst.,29,311-326,2020,Journal Articles,open,journals/jois/ThalamalaRJ20,10.1515/JISYS-2017-0178,https://doi.org/10.1515/jisys-2017-0178,https://dblp.org/rec/journals/jois/ThalamalaRJ20
"Thang Trung Nguyen,Vo Ngoc Dieu 0001",Improved social spider optimization algorithm for optimal reactive power dispatch problem with different objectives.,Neural Comput. Appl.,32,5919-5950,2020,Journal Articles,closed,journals/nca/NguyenD20,10.1007/S00521-019-04073-4,https://doi.org/10.1007/s00521-019-04073-4,https://dblp.org/rec/journals/nca/NguyenD20
"Younghoon Lee,Won Jun Song,Yeonsu Jung,Hyunjae Yoo,Man-Yong Kim,Ho-Young Kim,Jeong-Yun Sun",Ionic spiderwebs.,Sci. Robotics,5,5405,2020,Journal Articles,closed,journals/scirobotics/SongJYKKS20,10.1126/SCIROBOTICS.AAZ5405,https://doi.org/10.1126/scirobotics.aaz5405,https://dblp.org/rec/journals/scirobotics/SongJYKKS20
Jonathan Rossiter,Spinning artificial spiderwebs.,Sci. Robotics,5,290,2020,Journal Articles,closed,journals/scirobotics/X20e,10.1126/SCIROBOTICS.ABD0290,https://doi.org/10.1126/scirobotics.abd0290,https://dblp.org/rec/journals/scirobotics/X20e
"Shreya Adhvaryyu,Pradosh Kumar Adhvaryyu","Application of bio-inspired social spider algorithm in multi-area economic emission dispatch of solar, wind and CHP-based power system.",Soft Comput.,24,9611-9624,2020,Journal Articles,closed,journals/soco/AdhvaryyuA20,10.1007/S00500-019-04468-4,https://doi.org/10.1007/s00500-019-04468-4,https://dblp.org/rec/journals/soco/AdhvaryyuA20
"Emine Bas,Erkan Ülker",A binary social spider algorithm for continuous optimization task.,Soft Comput.,24,12953-12979,2020,Journal Articles,closed,journals/soco/BasU20,10.1007/S00500-020-04718-W,https://doi.org/10.1007/s00500-020-04718-w,https://dblp.org/rec/journals/soco/BasU20
"Sandeep Kumar 0001,Basudev Sharma,Vivek Kumar Sharma,Harish Sharma,Jagdish Chand Bansal",Plant leaf disease identification using exponential spider monkey optimization.,Sustain. Comput. Informatics Syst.,28,100283,2020,Journal Articles,closed,journals/suscom/KumarSSSB20,10.1016/J.SUSCOM.2018.10.004,https://doi.org/10.1016/j.suscom.2018.10.004,https://dblp.org/rec/journals/suscom/KumarSSSB20
Youngsoo Seol,On Weak Limiting Distributions for Random Walks on a Spider.,Symmetry,12,2000,2020,Journal Articles,open,journals/symmetry/Seol20,10.3390/SYM12122000,https://doi.org/10.3390/sym12122000,https://dblp.org/rec/journals/symmetry/Seol20
"Jie Jiang,Lei Liu 0036,Guangjun Zhang",Star Identification Based on Spider-Web Image and Hierarchical CNN.,IEEE Trans. Aerosp. Electron. Syst.,56,3055-3062,2020,Journal Articles,closed,journals/taes/JiangLZ20,10.1109/TAES.2019.2961826,https://doi.org/10.1109/TAES.2019.2961826,https://dblp.org/rec/journals/taes/JiangLZ20
"Cristina M. Iosifescu-Enescu,Hans-Rudolf Bär,Matthias Beilstein,Lorenz Hurni",Place cookies and setting spiders in dream cartography.,Trans. GIS,24,944-966,2020,Journal Articles,closed,journals/tgis/Iosifescu-Enescu20,10.1111/TGIS.12604,https://doi.org/10.1111/tgis.12604,https://dblp.org/rec/journals/tgis/Iosifescu-Enescu20
"Qing Li 0022,Lili Li,Qi Li 0025,Jiang Zhong",A Comprehensive Exploration on Spider with Fuzzy Decision Text-to-SQL Model.,IEEE Trans. Ind. Informatics,16,2542-2550,2020,Journal Articles,closed,journals/tii/LiLLZ20,10.1109/TII.2019.2952929,https://doi.org/10.1109/TII.2019.2952929,https://dblp.org/rec/journals/tii/LiLLZ20
"Preeti Abrol,Savita Gupta",Social spider foraging-based optimal resource management approach for future cloud.,J. Supercomput.,76,1880-1902,2020,Journal Articles,closed,journals/tjs/AbrolG20,10.1007/S11227-018-2372-Z,https://doi.org/10.1007/s11227-018-2372-z,https://dblp.org/rec/journals/tjs/AbrolG20
"Hao Liu,Tie Qiu 0001,Xiaobo Zhou 0003,Chen Chen 0006,Ning Chen 0008",Parking-Area-Assisted Spider-Web Routing Protocol for Emergency Data in Urban VANET.,IEEE Trans. Veh. Technol.,69,971-982,2020,Journal Articles,closed,journals/tvt/LiuQZCC20,10.1109/TVT.2019.2954159,https://doi.org/10.1109/TVT.2019.2954159,https://dblp.org/rec/journals/tvt/LiuQZCC20
"Jun Wang 0064,Zhuangzhuang Du,Zhitao He",Quantitative Invulnerability Analysis of Artificial Spider-Web Topology Model Based on End-to-End Delay.,Wirel. Commun. Mob. Comput.,2020,4617239:1-4617239:11,2020,Journal Articles,open,journals/wicomm/WangDH20,10.1155/2020/4617239,https://doi.org/10.1155/2020/4617239,https://dblp.org/rec/journals/wicomm/WangDH20
"M. Abraham,Himanshu Shekhar",Social Spider Optimized Design Configuration of Multiband Reconfigurable Antenna for 5G Applications.,Wirel. Pers. Commun.,115,1161-1175,2020,Journal Articles,closed,journals/wpc/AbrahamS20,10.1007/S11277-020-07616-4,https://doi.org/10.1007/s11277-020-07616-4,https://dblp.org/rec/journals/wpc/AbrahamS20
"Preeti Abrol,Savita Gupta,Sukhwinder Singh",A QoS Aware Resource Placement Approach Inspired on the Behavior of the Social Spider Mating Strategy in the Cloud Environment.,Wirel. Pers. Commun.,113,2027-2065,2020,Journal Articles,closed,journals/wpc/AbrolGS20,10.1007/S11277-020-07306-1,https://doi.org/10.1007/s11277-020-07306-1,https://dblp.org/rec/journals/wpc/AbrolGS20
