,totalprice,houseinfo,followinfo
213,569,2室1厅 | 67.85平米 | 东南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,49人关注 / 7天以前发布
214,265,2室1厅 | 79.83平米 | 南 北 | 精装 | 低楼层(共14层) | 2016年建 | 板楼,3人关注 / 3天以前发布
215,309,2室2厅 | 89.25平米 | 西 | 精装 | 中楼层(共22层) | 2010年建 | 板塔结合,2人关注 / 2天以前发布
216,370,2室1厅 | 79.72平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 7天以前发布
217,583,3室2厅 | 125.17平米 | 北 南 | 其他 | 高楼层(共8层) | 2013年建 | 板楼,9人关注 / 5天以前发布
218,478,2室1厅 | 89.18平米 | 南 北 | 精装 | 高楼层(共21层) | 2013年建 | 板楼,9人关注 / 2天以前发布
219,238,2室1厅 | 53.65平米 | 南 北 | 精装 | 底层(共5层)  | 板楼,6人关注 / 2天以前发布
220,280,2室1厅 | 64.46平米 | 南 北 | 简装 | 中楼层(共14层) | 1988年建 | 板塔结合,14人关注 / 6天以前发布
221,345,3室1厅 | 84.62平米 | 南 北 | 简装 | 6层 | 1989年建 | 板楼,7人关注 / 6天以前发布
222,945,2室2厅 | 103.91平米 | 南 北 | 简装 | 低楼层(共15层) | 2004年建 | 板楼,13人关注 / 3天以前发布
223,699,3室1厅 | 91.71平米 | 南 北 | 精装 | 中楼层(共6层) | 2011年建 | 板楼,25人关注 / 5天以前发布
224,720,3室1厅 | 69.57平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,11人关注 / 4天以前发布
225,320,2室1厅 | 81.95平米 | 南 北 | 精装 | 底层(共6层)  | 板楼,4人关注 / 4天以前发布
226,698,1室1厅 | 47.79平米 | 南 | 精装 | 高楼层(共13层) | 1999年建 | 板塔结合,4人关注 / 4天以前发布
227,495,3室2厅 | 116.28平米 | 南 北 | 精装 | 底层(共11层) | 2004年建 | 板塔结合,21人关注 / 21天以前发布
228,960,3室2厅 | 191.21平米 | 南 北 | 精装 | 底层(共4层) | 2002年建 | 板楼,34人关注 / 26天以前发布
229,865,3室2厅 | 133.65平米 | 南 北 | 简装 | 高楼层(共26层) | 2011年建 | 板楼,13人关注 / 19天以前发布
230,1288,3室2厅 | 129.14平米 | 西南 | 精装 | 27层 | 2005年建 | 板塔结合,20人关注 / 24天以前发布
231,1280,5室2厅 | 259.75平米 | 东 南 北 | 精装 | 高楼层(共10层) | 2009年建 | 板楼,23人关注 / 29天以前发布
232,375,3室2厅 | 126.67平米 | 南 北 | 精装 | 中楼层(共10层) | 2017年建 | 暂无数据,1人关注 / 22天以前发布
233,1150,3室1厅 | 175平米 | 南 | 精装 | 高楼层(共18层) | 1996年建 | 塔楼,14人关注 / 20天以前发布
234,685,5室2厅 | 181.66平米 | 南 北 | 精装 | 高楼层(共6层) | 2003年建 | 板楼,64人关注 / 23天以前发布
235,880,3室2厅 | 122.24平米 | 南 | 简装 | 24层 | 2002年建 | 塔楼,42人关注 / 25天以前发布
236,1499,4室2厅 | 250.82平米 | 东南 | 简装 | 中楼层(共24层) | 2002年建 | 塔楼,22人关注 / 21天以前发布
237,2360,5室2厅 | 251.34平米 | 南 北 | 精装 | 高楼层(共13层) | 2004年建 | 板楼,12人关注 / 18天以前发布
238,820,3室2厅 | 130.81平米 | 南 北 | 精装 | 中楼层(共11层) | 2016年建 | 板楼,16人关注 / 22天以前发布
239,625,2室1厅 | 96.66平米 | 东南 | 精装 | 低楼层(共28层) | 2003年建 | 塔楼,13人关注 / 22天以前发布
240,625,2室1厅 | 96.66平米 | 东南 | 精装 | 低楼层(共28层) | 2003年建 | 塔楼,13人关注 / 22天以前发布
241,820,3室2厅 | 130.81平米 | 南 北 | 精装 | 中楼层(共11层) | 2016年建 | 板楼,16人关注 / 22天以前发布
242,2450,5室2厅 | 246.98平米 | 南 北 | 精装 | 中楼层(共5层) | 2002年建 | 板楼,47人关注 / 17天以前发布
243,575,2室1厅 | 103.45平米 | 东北 | 简装 | 中楼层(共23层) | 2001年建 | 塔楼,5人关注 / 28天以前发布
244,599,3室2厅 | 165.17平米 | 南 北 | 精装 | 高楼层(共14层) | 2003年建 | 板楼,22人关注 / 19天以前发布
245,839,3室1厅 | 104.62平米 | 南 北 | 精装 | 底层(共9层) | 2007年建 | 板楼,20人关注 / 24天以前发布
246,766,3室2厅 | 154.72平米 | 南 北 | 精装 | 20层 | 2009年建 | 板塔结合,17人关注 / 25天以前发布
247,655,2室1厅 | 88.05平米 | 西北 | 简装 | 中楼层(共27层) | 2008年建 | 塔楼,18人关注 / 23天以前发布
248,460,4室1厅 | 183.86平米 | 南 北 | 精装 | 中楼层(共5层) | 1995年建 | 板楼,68人关注 / 30天以前发布
249,791,3室2厅 | 109.63平米 | 东 北 | 精装 | 低楼层(共10层) | 2001年建 | 塔楼,35人关注 / 19天以前发布
250,1200,6室2厅 | 220.53平米 | 南 北 | 精装 | 底层(共6层) | 2007年建 | 板楼,22人关注 / 18天以前发布
251,531,3室2厅 | 128.78平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,28人关注 / 24天以前发布
252,753,3室2厅 | 132.9平米 | 北 南 | 精装 | 高楼层(共11层) | 2010年建 | 板楼,20人关注 / 23天以前发布
253,1120,3室1厅 | 133.8平米 | 西 东北 | 精装 | 高楼层(共14层) | 1997年建 | 塔楼,8人关注 / 20天以前发布
254,549,3室1厅 | 133.29平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,21人关注 / 26天以前发布
255,863,5室2厅 | 208.19平米 | 南 北 | 简装 | 底层(共6层) | 2000年建 | 板楼,44人关注 / 23天以前发布
256,640,3室1厅 | 113.31平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,7人关注 / 30天以前发布
257,830,4室2厅 | 154.84平米 | 南 北 | 简装 | 底层(共4层) | 2002年建 | 暂无数据,55人关注 / 28天以前发布
258,685,3室2厅 | 135.69平米 | 南 北 | 简装 | 低楼层(共12层) | 2004年建 | 板楼,27人关注 / 16天以前发布
259,505,3室2厅 | 138.14平米 | 南 北 | 精装 | 高楼层(共7层) | 1999年建 | 板楼,22人关注 / 18天以前发布
260,550,3室2厅 | 130.4平米 | 南 北 | 精装 | 底层(共6层) | 1996年建 | 板楼,25人关注 / 18天以前发布
261,730,3室2厅 | 120.17平米 | 南 北 | 精装 | 底层(共7层) | 2001年建 | 板楼,45人关注 / 16天以前发布
262,859,3室2厅 | 129.13平米 | 南 北 | 精装 | 中楼层(共9层) | 2014年建 | 板楼,88人关注 / 30天以前发布
263,732,3室2厅 | 119.26平米 | 东南 | 其他 | 低楼层(共21层)  | 塔楼,15人关注 / 24天以前发布
264,1280,3室1厅 | 97.89平米 | 东 西 | 精装 | 18层 | 2000年建 | 板塔结合,48人关注 / 14天以前发布
265,425,2室1厅 | 103.26平米 | 南 北 | 简装 | 低楼层(共15层) | 2007年建 | 板楼,7人关注 / 12天以前发布
266,345,3室1厅 | 88.8平米 | 东南 | 简装 | 高楼层(共16层) | 2012年建 | 板塔结合,5人关注 / 13天以前发布
267,188,2室1厅 | 87平米 | 南 北 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,5人关注 / 11天以前发布
268,92,3室2厅 | 92.96平米 | 南 北 | 简装 | 顶层(共6层) | 2015年建 | 板楼,8人关注 / 13天以前发布
269,430,2室1厅 | 63.52平米 | 东 西 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,30人关注 / 8天以前发布
270,565,2室1厅 | 53.85平米 | 南 北 | 简装 | 中楼层(共5层) | 1980年建 | 板楼,7人关注 / 12天以前发布
271,315,3室1厅 | 112.61平米 | 南 西 北 | 简装 | 中楼层(共19层)  | 塔楼,5人关注 / 1个月以前发布
272,460,2室1厅 | 85.61平米 | 西北 | 毛坯 | 中楼层(共28层) | 2010年建 | 塔楼,26人关注 / 1个月以前发布
273,365,2室1厅 | 55.99平米 | 南 北 | 简装 | 低楼层(共7层) | 1992年建 | 板楼,33人关注 / 1个月以前发布
274,479,3室1厅 | 98.96平米 | 南 北 | 精装 | 中楼层(共25层) | 2014年建 | 板塔结合,23人关注 / 28天以前发布
275,449,4室1厅 | 96.41平米 | 南 北 | 精装 | 低楼层(共20层) | 2014年建 | 板楼,8人关注 / 19天以前发布
276,365,1室1厅 | 61.32平米 | 南 北 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,22人关注 / 23天以前发布
277,525,2室2厅 | 85.04平米 | 南 | 毛坯 | 22层 | 2013年建 | 板塔结合,23人关注 / 22天以前发布
278,788,2室1厅 | 64.69平米 | 南 北 | 简装 | 7层  | 板楼,52人关注 / 29天以前发布
279,560,2室1厅 | 80.32平米 | 南 北 | 精装 | 中楼层(共26层) | 2019年建 | 板楼,50人关注 / 1个月以前发布
280,1180,2室1厅 | 102.73平米 | 南 | 简装 | 高楼层(共22层)  | 塔楼,8人关注 / 23天以前发布
281,610,2室1厅 | 55.61平米 | 南 北 | 精装 | 中楼层(共12层) | 1980年建 | 塔楼,38人关注 / 27天以前发布
282,199,3室1厅 | 74.9平米 | 南 北 | 精装 | 底层(共7层) | 1989年建 | 板楼,33人关注 / 29天以前发布
283,780,2室1厅 | 79.22平米 | 南 北 | 精装 | 顶层(共6层) | 1995年建 | 板楼,58人关注 / 28天以前发布
284,328,2室1厅 | 67.99平米 | 东南 | 精装 | 中楼层(共28层)  | 塔楼,34人关注 / 22天以前发布
285,590,2室1厅 | 91.22平米 | 西南 | 精装 | 中楼层(共26层) | 1998年建 | 塔楼,37人关注 / 24天以前发布
286,290,2室1厅 | 83.4平米 | 南 北 | 毛坯 | 中楼层(共5层) | 2006年建 | 板楼,2人关注 / 22天以前发布
287,1180,2室2厅 | 97.47平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,221人关注 / 1个月以前发布
288,510,4室1厅 | 112.05平米 | 南 北 | 简装 | 高楼层(共7层) | 2003年建 | 板楼,13人关注 / 18天以前发布
289,233,2室1厅 | 62.21平米 | 南 北 | 简装 | 底层(共6层)  | 板楼,23人关注 / 28天以前发布
290,605,2室1厅 | 92.96平米 | 东 南 | 简装 | 中楼层(共24层) | 1998年建 | 塔楼,44人关注 / 1个月以前发布
291,445,2室2厅 | 77.19平米 | 南 北 东 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,8人关注 / 19天以前发布
292,690,2室1厅 | 57.29平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,39人关注 / 18天以前发布
293,979,3室1厅 | 89.17平米 | 南 北 | 简装 | 中楼层(共7层) | 1998年建 | 板楼,60人关注 / 1个月以前发布
294,499,2室1厅 | 58.33平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,7人关注 / 30天以前发布
295,450,2室1厅 | 89.2平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,31人关注 / 18天以前发布
296,649,3室1厅 | 87.43平米 | 东北 | 精装 | 18层 | 1992年建 | 塔楼,22人关注 / 22天以前发布
297,916,2室1厅 | 68.84平米 | 东南 | 简装 | 中楼层(共18层) | 1999年建 | 塔楼,43人关注 / 29天以前发布
298,678,2室1厅 | 72.63平米 | 西南 | 简装 | 20层 | 2006年建 | 塔楼,61人关注 / 28天以前发布
299,609,2室1厅 | 62.13平米 | 南 北 | 精装 | 中楼层(共21层) | 1998年建 | 塔楼,47人关注 / 18天以前发布
300,916,2室1厅 | 68.84平米 | 东南 | 简装 | 中楼层(共18层) | 1999年建 | 塔楼,43人关注 / 29天以前发布
301,450,2室1厅 | 81.58平米 | 东 北 东北 | 简装 | 顶层(共6层)  | 板楼,48人关注 / 22天以前发布
302,565,2室1厅 | 90.95平米 | 西南 | 精装 | 中楼层(共14层) | 2015年建 | 板塔结合,45人关注 / 19天以前发布
303,488,2室1厅 | 85.7平米 | 西南 | 精装 | 低楼层(共18层) | 1999年建 | 塔楼,43人关注 / 22天以前发布
304,649,3室1厅 | 87.43平米 | 东北 | 精装 | 18层 | 1992年建 | 塔楼,22人关注 / 22天以前发布
305,609,2室1厅 | 62.13平米 | 南 北 | 精装 | 中楼层(共21层) | 1998年建 | 塔楼,47人关注 / 18天以前发布
306,216,2室1厅 | 60.08平米 | 南 北 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,46人关注 / 31天以前发布
307,345,1室1厅 | 61.5平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板楼,52人关注 / 29天以前发布
308,806,2室1厅 | 87.96平米 | 东南 | 精装 | 低楼层(共21层) | 2006年建 | 板楼,17人关注 / 22天以前发布
309,1560,3室2厅 | 159.06平米 | 南 北 | 毛坯 | 顶层(共27层) | 2011年建 | 板楼,18人关注 / 17天以前发布
310,310,2室1厅 | 58.51平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,23人关注 / 30天以前发布
311,329,3室1厅 | 89.49平米 | 南 北 | 简装 | 中楼层(共17层) | 2010年建 | 板楼,7人关注 / 18天以前发布
312,768,3室1厅 | 114.86平米 | 西南 | 精装 | 27层 | 2006年建 | 板塔结合,36人关注 / 22天以前发布
313,480,2室1厅 | 85.48平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,16人关注 / 25天以前发布
314,609,3室1厅 | 67.8平米 | 南 北 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,42人关注 / 30天以前发布
315,193,3室1厅 | 68.34平米 | 南 北 | 简装 | 底层(共6层) | 1992年建 | 板楼,28人关注 / 28天以前发布
316,210,2室1厅 | 59.15平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,5人关注 / 23天以前发布
317,488,2室1厅 | 97.45平米 | 南 北 | 简装 | 中楼层(共6层) | 2008年建 | 板楼,34人关注 / 24天以前发布
318,407,2室1厅 | 94.32平米 | 南 北 | 简装 | 中楼层(共6层) | 2007年建 | 板楼,96人关注 / 24天以前发布
319,230,2室2厅 | 69.88平米 | 北 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,35人关注 / 26天以前发布
320,423,2室1厅 | 86.69平米 | 南 北 | 精装 | 顶层(共17层) | 2010年建 | 板楼,27人关注 / 29天以前发布
321,227,1室1厅 | 58.24平米 | 南 | 简装 | 中楼层(共28层) | 2014年建 | 板楼,5人关注 / 17天以前发布
322,320,2室1厅 | 55.95平米 | 南 北 | 精装 | 顶层(共6层) | 1996年建 | 板楼,28人关注 / 20天以前发布
323,739,1室1厅 | 64.93平米 | 南 | 精装 | 高楼层(共15层) | 2006年建 | 板楼,24人关注 / 27天以前发布
324,750,2室1厅 | 49.3平米 | 南 北 | 毛坯 | 顶层(共6层) | 1976年建 | 板楼,9人关注 / 19天以前发布
325,640,2室1厅 | 58.9平米 | 北 南 | 精装 | 中楼层(共6层) | 1983年建 | 板楼,22人关注 / 30天以前发布
326,570,2室1厅 | 57.01平米 | 东 | 精装 | 顶层(共20层) | 1989年建 | 塔楼,12人关注 / 28天以前发布
327,202,2室1厅 | 86.71平米 | 南 北 | 简装 | 中楼层(共6层) | 2010年建 | 板楼,26人关注 / 22天以前发布
328,385,2室1厅 | 54.53平米 | 南 北 | 简装 | 中楼层(共6层) | 1983年建 | 板楼,25人关注 / 18天以前发布
329,358,3室1厅 | 68.53平米 | 南 北 | 精装 | 顶层(共10层) | 2004年建 | 板塔结合,24人关注 / 16天以前发布
330,230,2室1厅 | 59.4平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,31人关注 / 20天以前发布
331,680,2室1厅 | 48.8平米 | 西 北 | 简装 | 底层(共6层)  | 板楼,16人关注 / 26天以前发布
332,455,3室1厅 | 90.62平米 | 东 南 北 | 简装 | 顶层(共28层) | 2009年建 | 板塔结合,57人关注 / 26天以前发布
333,155,3室1厅 | 107.01平米 | 南 北 | 简装 | 6层 | 2011年建 | 板楼,15人关注 / 23天以前发布
334,530,3室1厅 | 99.65平米 | 西南 北 | 简装 | 高楼层(共24层) | 1999年建 | 塔楼,24人关注 / 23天以前发布
335,229,1室1厅 | 39.44平米 | 西 | 精装 | 底层(共6层)  | 板楼,50人关注 / 26天以前发布
336,285,1室1厅 | 56.99平米 | 南 | 精装 | 低楼层(共28层) | 2011年建 | 板塔结合,13人关注 / 19天以前发布
337,224,2室1厅 | 54.22平米 | 南 北 | 简装 | 顶层(共6层) | 1992年建 | 板楼,30人关注 / 19天以前发布
338,370,2室1厅 | 66.27平米 | 西 | 精装 | 中楼层(共13层) | 2006年建 | 板塔结合,12人关注 / 26天以前发布
339,510,3室2厅 | 118.23平米 | 南 北 | 精装 | 底层(共5层) | 2002年建 | 板楼,66人关注 / 19天以前发布
340,550,2室1厅 | 57.76平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,26人关注 / 27天以前发布
341,500,3室1厅 | 70.3平米 | 南 北 | 简装 | 底层(共6层) | 1980年建 | 板楼,43人关注 / 16天以前发布
342,452,2室1厅 | 74.7平米 | 东南 | 简装 | 20层  | 塔楼,28人关注 / 20天以前发布
343,630,2室1厅 | 60.46平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,43人关注 / 27天以前发布
344,750,2室1厅 | 49.3平米 | 南 北 | 毛坯 | 顶层(共6层) | 1976年建 | 板楼,9人关注 / 19天以前发布
345,560,2室1厅 | 65.42平米 | 南 西 | 精装 | 中楼层(共21层) | 1995年建 | 塔楼,66人关注 / 17天以前发布
346,498,3室1厅 | 120.05平米 | 南 北 | 精装 | 中楼层(共27层) | 2014年建 | 板楼,39人关注 / 20天以前发布
347,640,2室1厅 | 58.9平米 | 北 南 | 精装 | 中楼层(共6层) | 1983年建 | 板楼,22人关注 / 30天以前发布
348,385,2室1厅 | 54.53平米 | 南 北 | 简装 | 中楼层(共6层) | 1983年建 | 板楼,25人关注 / 18天以前发布
349,245,2室1厅 | 69.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 23天以前发布
350,465,2室1厅 | 89.27平米 | 南 北 | 简装 | 低楼层(共11层) | 2005年建 | 板楼,10人关注 / 28天以前发布
351,389,2室1厅 | 85.26平米 | 南 北 | 精装 | 中楼层(共13层) | 2004年建 | 板塔结合,9人关注 / 22天以前发布
352,449,3室1厅 | 89.55平米 | 南 | 简装 | 6层 | 2011年建 | 板楼,37人关注 / 26天以前发布
353,875,2室1厅 | 77.02平米 | 南 北 | 精装 | 中楼层(共15层) | 2006年建 | 塔楼,70人关注 / 19天以前发布
354,233,2室1厅 | 60.58平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,54人关注 / 22天以前发布
355,626,3室2厅 | 127.21平米 | 南 北 | 精装 | 中楼层(共15层) | 2009年建 | 板楼,44人关注 / 21天以前发布
356,397,1室1厅 | 69.48平米 | 东北 | 精装 | 低楼层(共27层) | 2014年建 | 板塔结合,30人关注 / 30天以前发布
357,298,2室1厅 | 54.31平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,155人关注 / 28天以前发布
358,239,2室1厅 | 60.37平米 | 南 北 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,11人关注 / 16天以前发布
359,310,1室1厅 | 49.84平米 | 西南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,49人关注 / 22天以前发布
360,428,4室2厅 | 96.13平米 | 南 北 | 精装 | 高楼层(共27层) | 2014年建 | 板塔结合,22人关注 / 25天以前发布
361,550,2室1厅 | 57.76平米 | 南 | 精装 | 低楼层(共6层) | 1984年建 | 板楼,26人关注 / 27天以前发布
362,500,3室1厅 | 70.3平米 | 南 北 | 简装 | 底层(共6层) | 1980年建 | 板楼,43人关注 / 16天以前发布
363,630,2室1厅 | 60.46平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,43人关注 / 27天以前发布
364,452,2室1厅 | 74.7平米 | 东南 | 简装 | 20层  | 塔楼,28人关注 / 20天以前发布
365,298,2室1厅 | 54.31平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,155人关注 / 28天以前发布
366,245,2室1厅 | 69.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,8人关注 / 23天以前发布
367,370,2室1厅 | 66.27平米 | 西 | 精装 | 中楼层(共13层) | 2006年建 | 板塔结合,12人关注 / 26天以前发布
368,510,3室2厅 | 118.23平米 | 南 北 | 精装 | 底层(共5层) | 2002年建 | 板楼,66人关注 / 19天以前发布
369,397,1室1厅 | 69.48平米 | 东北 | 精装 | 低楼层(共27层) | 2014年建 | 板塔结合,30人关注 / 30天以前发布
370,389,2室1厅 | 85.26平米 | 南 北 | 精装 | 中楼层(共13层) | 2004年建 | 板塔结合,9人关注 / 22天以前发布
